JMÉNO_ZVÍŘETE;TYP_ZVÍŘETE;GENDER
genuine hippopotamus;Dog;Z
sore octopus;Bear;Z
nuclear wren;Horse;Z
prickly ape;Lion;Z
mysterious donkey;Fox;M
continental giraffe;Tiger;M
ashamed kingfisher;Dog;Z
miserable wolf;Parrot;M
new trout;Horse;Z
proper porcupine;Tiger;M
voluntary lizard;Cat;M
short deer;Tiger;M
eastern hippopotamus;Dog;Z
ideal monkey;Tiger;M
ordinary muskox;Lion;M
clean sawfish;Tiger;Z
misleading magpie;Dog;Z
cruel buzzard;Parrot;Z
underlying raccoon;Cat;Z
cooing sawfish;Horse;Z
dynamic cat;Bear;Z
superb rhinoceros;Tiger;Z
steep donkey;Horse;Z
urban crab;Cat;Z
structural marmoset;Dog;M
invisible raven;Donkey;M
average aphid;Donkey;M
ethical fowl;Lion;Z
low bison;Lion;M
victorious tiger;Lion;M
economic leopon;Tiger;Z
fashionable panther;Dog;Z
shiny beetle;Bear;Z
elated puffin;Tiger;M
acceptable dragonfly;Parrot;M
cooperative sloth;Tiger;M
accepted silkworm;Dog;Z
protective stork;Horse;Z
provincial cattle;Bear;M
arrogant fowl;Lion;M
beautiful yak;Lion;M
prepared chimpanzee;Fox;M
light anglerfish;Fox;Z
spiritual finch;Cat;M
thoughtless toucan;Horse;Z
spotty hoverfly;Lizard;M
bizarre parakeet;Fox;Z
rapid horse;Dog;Z
young echidna;Horse;M
subjective gibbon;Parrot;M
red octopus;Fox;M
black barnacle;Fox;M
central horse;Lizard;Z
prickly heron;Dog;Z
everyday halibut;Lion;Z
agreed panda;Lizard;M
similar beaver;Tiger;Z
dangerous horse;Bear;M
amused rook;Tiger;Z
live jellyfish;Cat;M
ugly turtle;Horse;Z
stingy shrew;Cat;M
extended leech;Lion;Z
marxist firefly;Bear;M
still cougar;Tiger;M
semantic porcupine;Lizard;M
leading pig;Fox;M
administrative urial;Donkey;M
literary shrimp;Bear;M
expected canidae;Tiger;Z
large wildcat;Cat;M
human hare;Bear;M
diverse aardwolf;Bear;M
important bee;Cat;Z
sour goat;Bear;Z
enthusiastic clownfish;Fox;Z
inquisitive egret;Bear;Z
dirty ferret;Donkey;Z
interested tapir;Cat;Z
unsightly pigeon;Bear;M
available deer;Cat;M
doubtful sawfish;Lizard;M
tough hippopotamus;Dog;M
uneven tuna;Bear;M
negative marsupial;Parrot;Z
boiling whale;Bear;Z
ashamed panda;Bear;M
fair hippopotamus;Lizard;Z
blonde ocelot;Fox;M
mental rodent;Fox;M
purring skunk;Horse;Z
able guppy;Tiger;Z
obnoxious flea;Tiger;M
wonderful catshark;Lion;M
financial lungfish;Cat;Z
uninterested tick;Lizard;Z
combined termite;Fox;M
courageous egret;Cat;M
nearby newt;Fox;M
other reindeer;Horse;Z
red grasshopper;Dog;M
visible mongoose;Cat;M
worried caribou;Fox;M
excessive butterfly;Cat;Z
watery lion;Donkey;M
fat rhinoceros;Lion;M
monetary buzzard;Bear;M
like skink;Horse;M
sparkling tiglon;Tiger;M
fit urial;Horse;M
successful smelt;Lion;M
small panda;Tiger;Z
old flyingfish;Horse;Z
productive stoat;Donkey;M
added kiwi;Tiger;M
integrated whale;Cat;M
poor lynx;Horse;Z
hollow bandicoot;Lizard;M
shy mink;Dog;Z
single silverfish;Tiger;Z
green pelican;Lion;M
angry cow;Tiger;M
electoral guineafowl;Lizard;Z
mid panda;Lizard;Z
green tarantula;Donkey;M
established lemming;Cat;M
distinct pony;Dog;Z
immediate hippopotamus;Bear;Z
interior grasshopper;Lion;Z
pale booby;Donkey;Z
socialist goat;Lizard;M
faint landfowl;Tiger;M
sweet impala;Donkey;Z
convinced tiglon;Bear;M
helpful koala;Horse;Z
awful barnacle;Donkey;M
strange wallaby;Lizard;Z
relative chipmunk;Fox;Z
smooth bandicoot;Fox;Z
charming octopus;Dog;Z
watery lobster;Lizard;Z
pregnant herring;Parrot;Z
distinctive gorilla;Dog;M
modern ferret;Cat;Z
broken pheasant;Cat;M
major lungfish;Tiger;Z
numerous cat;Lion;M
sympathetic worm;Dog;M
excessive sailfish;Tiger;Z
weak carp;Donkey;Z
yellow termite;Fox;Z
quickest llama;Horse;M
final tiglon;Parrot;Z
junior locust;Dog;Z
northern swift;Cat;Z
native gull;Lizard;M
following fowl;Bear;Z
outside muskox;Donkey;Z
interim deer;Tiger;Z
additional goldfish;Fox;M
sweet wolverine;Lion;Z
leading cow;Lizard;Z
small gayal;Fox;M
gay minnow;Dog;Z
solid goldfish;Horse;Z
outstanding pelican;Fox;Z
loud orca;Lion;M
wonderful fly;Fox;Z
rough boar;Lizard;Z
reliable bird;Tiger;Z
mid antelope;Fox;M
plain catshark;Donkey;Z
quiet cat;Tiger;M
plain egret;Tiger;Z
wandering dove;Dog;M
purple whippet;Lion;Z
presidential anglerfish;Dog;M
magnificent ocelot;Bear;Z
industrial gerbil;Fox;Z
bored dragonfly;Tiger;Z
hot felidae;Fox;M
passing dolphin;Cat;M
temporary stork;Fox;M
impressive amphibian;Fox;M
ambitious takin;Bear;M
fluffy eagle;Lizard;M
proud koala;Dog;Z
mechanical rattlesnake;Bear;Z
provincial guineafowl;Cat;M
functional gecko;Fox;Z
impossible partridge;Lion;M
ill partridge;Cat;Z
parallel donkey;Donkey;Z
narrow fowl;Dog;Z
daily meadowlark;Lizard;M
compatible tarantula;Fox;Z
obnoxious chameleon;Lion;M
severe sailfish;Lion;M
good guanaco;Fox;Z
soft gibbon;Tiger;Z
determined silkworm;Parrot;Z
straightforward hoverfly;Dog;Z
wooden goat;Fox;M
witty condor;Bear;Z
mysterious eel;Tiger;M
injured ermine;Lizard;Z
bewildered narwhal;Bear;M
relieved condor;Dog;M
mid primate;Tiger;M
logical koala;Parrot;M
fresh vulture;Fox;M
prickly damselfly;Lizard;Z
greek eagle;Lizard;Z
integrated rabbit;Dog;Z
noisy tapir;Tiger;M
selective marmoset;Donkey;M
hidden landfowl;Donkey;Z
useful whitefish;Dog;M
organic gecko;Donkey;Z
mean hornet;Cat;M
convenient swallow;Lion;Z
sweet unicorn;Tiger;Z
retired cricket;Lion;M
revolutionary goldfish;Fox;M
frantic partridge;Horse;M
legal ferret;Tiger;Z
extended salamander;Horse;Z
remaining gerbil;Cat;M
prickly caterpillar;Lion;M
surprised guan;Lizard;Z
uptight camel;Tiger;M
convinced meadowlark;Parrot;Z
mathematical meerkat;Tiger;M
structural dog;Dog;M
managerial deer;Donkey;Z
powerful sailfish;Bear;Z
minimal tarsier;Dog;M
wandering swift;Dog;Z
great chameleon;Bear;M
sporting cattle;Tiger;M
moral woodpecker;Horse;Z
respective bobcat;Lion;M
happy harrier;Parrot;M
naughty toucan;Tiger;Z
pure marsupial;Lion;Z
physical cow;Lizard;M
surrounding lynx;Lizard;Z
innocent spoonbill;Cat;Z
joint earwig;Dog;M
safe tiger;Lion;Z
competitive vole;Dog;M
independent guanaco;Donkey;Z
proposed marten;Tiger;M
spotless impala;Bear;M
average angelfish;Donkey;Z
minor cheetah;Donkey;Z
striped marlin;Donkey;Z
other possum;Lion;Z
scrawny unicorn;Donkey;M
disgusted viper;Fox;Z
numerous ox;Tiger;Z
unexpected lion;Lion;M
senior condor;Horse;Z
thirsty tahr;Cat;Z
social turtle;Tiger;Z
intermediate chicken;Tiger;Z
lively wolverine;Bear;M
magnetic duck;Bear;M
slow dog;Donkey;M
great panther;Cat;M
active tuna;Bear;Z
thirsty rabbit;Dog;M
known bug;Lion;M
parental crab;Dog;Z
compulsory elephant;Fox;Z
bare barracuda;Bear;M
forward crawdad;Parrot;M
commercial ostrich;Lion;M
thoughtful weasel;Cat;Z
pretty raven;Dog;M
various sheep;Tiger;M
preliminary beetle;Bear;Z
relevant chipmunk;Donkey;Z
dramatic jackal;Horse;M
available kite;Parrot;M
manual slug;Donkey;M
double trout;Lizard;M
established coral;Bear;Z
governing hoverfly;Tiger;M
essential tarsier;Lion;M
significant platypus;Bear;M
fresh vicuna;Parrot;Z
hungry pike;Horse;Z
obvious rabbit;Tiger;Z
bright parakeet;Parrot;Z
nice wildebeest;Cat;M
closed halibut;Dog;Z
key rhinoceros;Fox;M
coloured cephalopod;Dog;Z
philosophical orangutan;Bear;M
superb mink;Fox;Z
large lemur;Lizard;Z
light halibut;Cat;Z
super angelfish;Horse;M
territorial pony;Tiger;Z
mutual baboon;Horse;Z
rubber haddock;Fox;M
relaxed penguin;Tiger;M
alleged panther;Donkey;Z
marginal urial;Cat;Z
frightened chipmunk;Bear;M
bold kite;Cat;Z
sufficient yak;Bear;Z
effective crayfish;Donkey;M
excited falcon;Parrot;Z
furious swallow;Donkey;M
classic squid;Tiger;M
moderate gecko;Dog;Z
curly marsupial;Lion;Z
direct yak;Donkey;M
little rhinoceros;Horse;M
overwhelming boar;Cat;M
important mammal;Horse;M
progressive gibbon;Bear;M
important bovid;Cat;Z
divine impala;Cat;Z
artificial iguana;Donkey;Z
wonderful earthworm;Bear;Z
mysterious rook;Dog;Z
nosy llama;Fox;Z
compulsory bobcat;Lizard;M
jolly cat;Tiger;Z
hostile bug;Horse;Z
calm alpaca;Fox;M
tricky antlion;Lizard;Z
marvellous hawk;Cat;M
cheerful dinosaur;Horse;Z
national elk;Tiger;Z
vivid wren;Dog;Z
massive mockingbird;Fox;Z
quiet skunk;Fox;Z
supposed kite;Tiger;Z
square parrot;Bear;M
foolish chicken;Donkey;M
rear rabbit;Dog;Z
soft cuckoo;Lion;Z
eager cow;Lion;M
frantic cardinal;Lion;Z
ripe mackerel;Lizard;Z
monetary mosquito;Parrot;M
young vicuna;Tiger;Z
informal felidae;Cat;M
determined dormouse;Lizard;M
nervous cat;Cat;M
green turtle;Lion;M
classical echidna;Bear;M
apparent dingo;Parrot;Z
crooked rabbit;Cat;Z
huge weasel;Horse;Z
genetic chimpanzee;Bear;Z
dizzy goldfish;Lion;Z
vivid caribou;Horse;Z
afraid mackerel;Donkey;Z
representative moose;Tiger;M
selected condor;Lion;Z
dry lion;Bear;M
frozen badger;Bear;Z
broken sheep;Lizard;Z
welsh camel;Lizard;M
dual cephalopod;Horse;M
minor canidae;Lion;M
famous flamingo;Fox;Z
exceptional alpaca;Dog;Z
loud manatee;Lizard;Z
compact snail;Horse;M
disgusted panda;Lion;Z
quick wildfowl;Cat;Z
unchanged chickadee;Cat;M
nursing peacock;Parrot;M
mathematical sturgeon;Lizard;Z
select moth;Dog;M
profound barnacle;Donkey;Z
external trout;Fox;M
probable gecko;Donkey;M
aesthetic eel;Tiger;M
naughty clownfish;Lizard;M
increasing turtle;Bear;Z
concerned yak;Lion;M
satisfied rook;Cat;M
suitable shrew;Bear;Z
pleased magpie;Donkey;Z
soft gerbil;Cat;Z
misty rook;Parrot;Z
quiet haddock;Parrot;M
skinny termite;Fox;Z
autonomous hyena;Cat;M
coming locust;Lizard;M
written shrimp;Lion;M
great koi;Dog;M
quick swordfish;Dog;M
vivid vole;Parrot;Z
horizontal camel;Cat;Z
obliged emu;Lizard;M
welsh roundworm;Bear;Z
uniform locust;Cat;M
institutional snipe;Tiger;Z
valuable dolphin;Lion;Z
proud toucan;Lizard;M
vivacious goat;Donkey;Z
forward ox;Donkey;Z
spontaneous clam;Lion;M
underlying panther;Lion;M
lovely tortoise;Horse;M
continuous squid;Tiger;M
disabled dragon;Bear;Z
future chickadee;Lion;Z
alternative cougar;Cat;Z
competitive tuna;Fox;M
grumpy mole;Cat;M
mature dinosaur;Fox;Z
expected mammal;Donkey;M
little dingo;Parrot;Z
dangerous jaguar;Dog;M
single flamingo;Cat;M
changing gorilla;Lizard;Z
delicate rat;Lizard;Z
respectable bear;Bear;M
ordinary warbler;Cat;M
fit grouse;Lion;Z
painful kite;Dog;Z
slow impala;Tiger;Z
useful cobra;Lizard;M
sophisticated spoonbill;Parrot;Z
stingy llama;Donkey;Z
exact tahr;Cat;Z
purple sawfish;Tiger;Z
developed cicada;Fox;M
magnificent raven;Donkey;Z
rare otter;Tiger;Z
strong stoat;Horse;M
rational cricket;Dog;Z
unfair salmon;Horse;Z
average aardwolf;Parrot;Z
silly parrot;Cat;M
bold fish;Horse;Z
awake minnow;Tiger;M
rainy barnacle;Dog;Z
wooden toad;Lizard;M
roman moose;Horse;Z
printed goldfish;Parrot;Z
cuddly whippet;Lizard;Z
increasing sole;Dog;M
personal ape;Lion;Z
interested parakeet;Tiger;M
simple ferret;Bear;M
right crab;Fox;M
foolish mink;Lizard;M
feminist planarian;Horse;Z
renewed gayal;Fox;Z
steady dragonfly;Donkey;M
gigantic tarantula;Cat;Z
widespread armadillo;Fox;Z
appalling newt;Horse;M
late panther;Dog;M
parental mackerel;Horse;Z
sweet whale;Cat;M
scary smelt;Fox;Z
unacceptable wildebeest;Cat;M
blank marmoset;Cat;M
busy guineafowl;Bear;M
filthy bear;Horse;Z
applicable chickadee;Lion;M
silent worm;Tiger;Z
representative moose;Parrot;Z
afraid snail;Donkey;M
suspicious frog;Bear;Z
naval crayfish;Parrot;M
standard beaver;Horse;Z
new goldfish;Bear;M
protective vole;Cat;Z
short eagle;Dog;Z
normal nightingale;Cat;M
valuable carp;Dog;Z
wicked worm;Lion;Z
robust boar;Tiger;Z
convenient fox;Horse;Z
separate crawdad;Fox;Z
successful cattle;Bear;M
worried monkey;Donkey;M
vocational boa;Tiger;Z
monthly wolverine;Cat;M
soft galliform;Parrot;M
light toucan;Fox;Z
historical shrimp;Bear;Z
dynamic perch;Horse;M
cautious wildebeest;Donkey;Z
busy hamster;Donkey;Z
tender gull;Dog;M
boring dinosaur;Cat;M
hungry locust;Lion;Z
innovative bee;Parrot;Z
black peafowl;Lizard;M
new locust;Donkey;M
vast rook;Horse;Z
wild armadillo;Bear;M
peculiar lizard;Bear;Z
hard magpie;Bear;Z
formidable marten;Parrot;M
bored cattle;Lizard;M
mighty panda;Lion;Z
unexpected pheasant;Lion;M
generous earwig;Tiger;M
glad cicada;Lion;M
basic bonobo;Fox;M
brave iguana;Cat;M
passive goat;Dog;Z
wonderful stingray;Fox;M
roman rat;Cat;M
back rabbit;Dog;M
very bison;Fox;Z
unfortunate condor;Lion;Z
dry shrimp;Horse;M
impressive opossum;Cat;Z
calm parrot;Donkey;Z
shy donkey;Lion;M
dull antelope;Cat;Z
pregnant dingo;Bear;Z
optimistic aphid;Horse;Z
orange slug;Cat;M
fellow octopus;Donkey;Z
proud slug;Dog;Z
tan chicken;Cat;M
varied egret;Dog;Z
delicate chickadee;Horse;M
thundering raccoon;Parrot;M
numerous chameleon;Fox;Z
human sheep;Horse;M
critical caterpillar;Tiger;Z
spontaneous lamprey;Dog;M
loose tyrannosaurus;Cat;M
toxic eagle;Tiger;M
fashionable beaver;Dog;M
visiting zebra;Donkey;M
retail coyote;Tiger;M
junior starfish;Horse;M
free cattle;Horse;Z
combined salamander;Cat;Z
binding spider;Fox;M
blue takin;Fox;M
alright macaw;Lizard;Z
great horse;Lion;Z
available alpaca;Bear;Z
remaining jackal;Donkey;M
nasty smelt;Fox;M
right weasel;Dog;M
then krill;Donkey;Z
balanced quelea;Dog;M
magic gamefowl;Lion;M
physical scorpion;Bear;Z
substantial wasp;Bear;Z
precious lizard;Tiger;M
selfish skunk;Fox;M
violent louse;Horse;Z
perfect chickadee;Lion;Z
subtle lamprey;Fox;M
public peacock;Parrot;Z
depressed lungfish;Donkey;M
jolly dog;Dog;Z
inadequate nightingale;Dog;M
bright elk;Parrot;Z
increased condor;Lizard;Z
equivalent tern;Cat;M
general asp;Lion;Z
ugly giraffe;Dog;M
awful roadrunner;Dog;Z
disabled egret;Tiger;Z
educational catfish;Dog;Z
philosophical ptarmigan;Horse;Z
wide silkworm;Dog;M
back chicken;Tiger;Z
final gecko;Lizard;Z
revolutionary aardwolf;Tiger;Z
stingy caterpillar;Fox;Z
dirty macaw;Tiger;M
embarrassed goat;Horse;Z
hurt rattlesnake;Dog;M
simple cat;Cat;Z
mid wildcat;Fox;Z
usual krill;Dog;M
crooked moth;Lizard;M
evident shrew;Lion;M
steady urial;Lion;M
strange reptile;Lizard;Z
scattered grasshopper;Lizard;Z
aggregate boa;Parrot;M
molecular snipe;Lizard;M
structural mammal;Dog;Z
secure takin;Bear;Z
few salmon;Cat;M
permanent ferret;Parrot;Z
fashionable clownfish;Horse;Z
spare narwhal;Fox;M
beautiful cat;Parrot;Z
silly tiger;Fox;M
brief salmon;Lizard;Z
injured monkey;Bear;M
electrical stork;Bear;Z
eastern albatross;Cat;M
frequent tern;Lizard;M
inevitable roundworm;Dog;M
subsequent quokka;Parrot;Z
quaint roundworm;Lizard;M
elaborate duck;Lion;Z
sacred horse;Bear;M
correct pigeon;Dog;Z
economic bandicoot;Dog;Z
damp catshark;Horse;Z
governing squirrel;Donkey;Z
slow puma;Tiger;Z
homeless pheasant;Parrot;M
key peacock;Donkey;M
southern tuna;Bear;M
dizzy koi;Cat;M
forthcoming salamander;Lizard;M
senior swan;Fox;M
skilled tarsier;Fox;M
welsh quokka;Bear;M
just catfish;Cat;Z
mobile perch;Fox;M
underlying cephalopod;Horse;M
institutional tortoise;Lizard;M
ripe rat;Donkey;Z
afraid bat;Parrot;Z
cooing bass;Dog;M
loud boa;Lizard;Z
subjective echidna;Cat;Z
blonde newt;Horse;M
massive tuna;Lion;M
painful cockroach;Lion;Z
established sloth;Lion;M
fantastic ptarmigan;Dog;Z
delighted quelea;Lion;Z
stable dingo;Tiger;Z
wonderful tuna;Dog;M
uniform spider;Tiger;Z
bright armadillo;Bear;Z
familiar firefly;Dog;M
shaky bass;Cat;M
shiny penguin;Lion;Z
calm ape;Tiger;Z
foreign canidae;Fox;M
local lamprey;Dog;M
probable monkey;Fox;M
growing cardinal;Donkey;M
voiceless yak;Lizard;M
ill shrimp;Lion;Z
alright hummingbird;Bear;M
representative ferret;Cat;M
gleaming clownfish;Lizard;Z
valuable orangutan;Tiger;M
inappropriate sturgeon;Parrot;M
kind mockingbird;Donkey;Z
fatal lobster;Lion;Z
varied stingray;Cat;Z
future tuna;Bear;Z
clear ostrich;Fox;M
cognitive yak;Bear;M
abundant narwhal;Lizard;M
big dove;Cat;M
cuddly porcupine;Lion;Z
visual moose;Horse;Z
victorian earwig;Bear;M
compatible egret;Donkey;M
pale crab;Cat;Z
friendly gamefowl;Donkey;Z
operational cat;Fox;M
melodic cheetah;Cat;M
protective firefly;Parrot;Z
electronic dove;Dog;Z
smiling penguin;Lizard;Z
gleaming marten;Lizard;M
allied horse;Donkey;Z
short tapir;Horse;M
isolated mollusk;Lion;Z
driving guppy;Horse;M
lively gecko;Lizard;Z
smooth cat;Dog;M
pink otter;Dog;M
light octopus;Lion;M
hungry jay;Lion;Z
worldwide manatee;Tiger;Z
magnificent salamander;Parrot;Z
comparable llama;Tiger;Z
boring guan;Tiger;Z
okay xerinae;Lion;M
dry manatee;Dog;M
consistent falcon;Dog;Z
plastic seahorse;Fox;Z
funny lemur;Parrot;M
similar orca;Cat;M
opposite baboon;Dog;Z
splendid aardwolf;Cat;M
dramatic mandrill;Tiger;Z
inevitable limpet;Bear;M
little starfish;Horse;Z
depressed koi;Tiger;Z
high carp;Horse;M
grand porpoise;Lizard;Z
leading dragonfly;Lizard;Z
subjective mandrill;Lizard;Z
estimated wolverine;Lion;Z
wrong catfish;Donkey;Z
vague spider;Tiger;Z
clean owl;Parrot;Z
legislative sturgeon;Lion;M
exciting cattle;Dog;Z
relieved dog;Donkey;M
civil guan;Lion;M
okay marlin;Donkey;M
blue sailfish;Donkey;Z
toxic gibbon;Donkey;M
autonomous viper;Lizard;M
quiet aardwolf;Donkey;M
provincial salmon;Fox;Z
managing rabbit;Tiger;M
whole parrotfish;Cat;M
sudden rattlesnake;Lion;Z
spicy penguin;Dog;Z
valuable antlion;Lion;Z
calm ant;Bear;Z
high salmon;Dog;M
ugly hummingbird;Lizard;M
safe orangutan;Lion;Z
stupid possum;Lizard;Z
main ostrich;Bear;Z
clinical bat;Parrot;M
ultimate eel;Donkey;Z
everyday weasel;Lion;Z
broad squirrel;Cat;M
favourite mastodon;Fox;M
interesting deer;Lizard;M
scrawny wolverine;Tiger;M
reasonable chameleon;Bear;Z
feminist kangaroo;Bear;M
magnetic leech;Donkey;Z
reluctant chameleon;Dog;M
excited rat;Fox;Z
statistical tapir;Lion;Z
mushy cat;Lion;Z
clinical shark;Donkey;Z
muddy gazelle;Parrot;Z
illegal skunk;Donkey;M
tiny sawfish;Dog;Z
nearby fowl;Cat;M
strange chicken;Lizard;M
brown stingray;Dog;Z
significant whitefish;Tiger;M
coloured guanaco;Fox;Z
charming koi;Bear;Z
insufficient anglerfish;Lizard;Z
commercial iguana;Tiger;M
relieved flyingfish;Donkey;M
indirect marten;Fox;Z
exceptional junglefowl;Lizard;Z
charming dragon;Lion;Z
gentle wolf;Parrot;Z
cool stingray;Bear;Z
awful ladybug;Donkey;M
grey gorilla;Cat;Z
strange mite;Fox;M
private manatee;Parrot;M
only centipede;Horse;Z
united guanaco;Fox;Z
spotty guanaco;Bear;Z
operational cricket;Bear;M
clean louse;Lion;M
wandering blackbird;Donkey;Z
extraordinary boa;Fox;M
outstanding herring;Dog;Z
bright anaconda;Fox;Z
quaint pig;Lizard;M
old weasel;Donkey;M
ancient peacock;Horse;M
uniform partridge;Horse;M
deliberate swift;Donkey;Z
persistent gayal;Cat;M
costly possum;Donkey;Z
natural chipmunk;Fox;M
breezy hare;Lion;M
huge sole;Fox;M
fashionable parakeet;Cat;M
rough whitefish;Dog;M
elegant halibut;Horse;M
enchanting owl;Bear;Z
sour cardinal;Donkey;M
ashamed ape;Donkey;Z
suitable wildfowl;Parrot;Z
sunny reptile;Lion;Z
profitable cicada;Dog;Z
middle goose;Horse;Z
sharp eagle;Parrot;Z
aesthetic cod;Dog;Z
funny roundworm;Donkey;M
relieved krill;Donkey;Z
naval wildebeest;Horse;M
beneficial mollusk;Dog;Z
radical gibbon;Donkey;M
public alpaca;Bear;M
inland lungfish;Donkey;Z
residential orca;Dog;M
vast anglerfish;Lizard;M
advisory hoverfly;Lizard;Z
bizarre swallow;Lion;M
everyday wombat;Dog;M
little jellyfish;Lion;Z
fine dingo;Horse;Z
slim centipede;Donkey;M
orthodox goat;Lion;Z
narrow goose;Dog;Z
collective perch;Cat;Z
premier pig;Lizard;Z
advisory constrictor;Lion;M
cuddly barracuda;Cat;M
determined alligator;Fox;M
deaf wallaby;Parrot;Z
courageous wombat;Lizard;M
hidden frog;Cat;Z
dependent frog;Donkey;M
appropriate moth;Dog;Z
allied cheetah;Parrot;Z
relaxed lark;Parrot;Z
preferred badger;Donkey;M
continued mockingbird;Dog;Z
creative swordfish;Fox;M
melodic porpoise;Lion;M
assistant dinosaur;Horse;Z
difficult tern;Fox;M
revolutionary cattle;Dog;Z
new pigeon;Cat;M
unemployed hare;Fox;Z
christian dragon;Lizard;M
radical skink;Horse;M
foolish cobra;Bear;Z
uneven owl;Parrot;Z
hurt quokka;Lizard;Z
fortunate amphibian;Tiger;Z
comfortable narwhal;Bear;M
mere pig;Cat;Z
big anteater;Fox;Z
wrong puffin;Lizard;Z
reluctant hookworm;Donkey;M
enthusiastic whale;Lion;Z
criminal flea;Cat;M
dependent lamprey;Fox;M
tame earwig;Lizard;Z
blue cobra;Parrot;Z
excellent turtle;Lion;Z
purring puma;Tiger;Z
nuclear primate;Cat;Z
pleased anteater;Horse;Z
colonial scorpion;Tiger;Z
harsh crocodile;Dog;Z
hollow weasel;Donkey;M
black rodent;Cat;Z
odd prawn;Dog;M
rational llama;Fox;M
pale horse;Dog;Z
typical pheasant;Parrot;M
immediate snake;Donkey;Z
parental fox;Parrot;M
peaceful bass;Tiger;Z
motionless barracuda;Cat;M
apparent cat;Parrot;M
cooperative manatee;Lion;M
busy raccoon;Fox;Z
given alligator;Tiger;Z
defiant lion;Dog;M
wrong rooster;Donkey;M
hot louse;Bear;Z
empty eel;Fox;Z
massive crab;Cat;M
huge frog;Dog;M
actual tiglon;Donkey;M
noisy ladybug;Bear;M
heavy hornet;Bear;M
cold constrictor;Dog;Z
contemporary gecko;Lizard;M
cognitive ox;Donkey;M
shivering elk;Horse;Z
fun pelican;Lion;Z
agreeable mammal;Horse;Z
weak canid;Fox;Z
potential wasp;Donkey;M
shivering platypus;Parrot;M
delightful mite;Fox;M
dramatic lynx;Lizard;Z
foolish albatross;Lizard;M
rude vicuna;Parrot;M
clinical mite;Parrot;Z
extensive albatross;Horse;Z
tasteless urial;Cat;M
straight llama;Lizard;Z
linguistic flyingfish;Parrot;Z
dutch meerkat;Cat;M
afraid lark;Lion;M
wide toucan;Lizard;M
distinct donkey;Bear;M
classic porpoise;Donkey;M
equal rodent;Parrot;Z
damp moth;Bear;Z
provincial heron;Fox;M
alive rabbit;Lion;M
faint parrotfish;Bear;M
typical stingray;Cat;Z
comparable cuckoo;Parrot;Z
fragile dog;Cat;Z
fierce quokka;Lion;Z
supporting primate;Lion;Z
appalling rabbit;Tiger;Z
fiscal sawfish;Lion;Z
minor marten;Fox;Z
rich marmoset;Bear;Z
dear dove;Bear;M
delicious marmoset;Donkey;M
greasy ferret;Horse;Z
big crawdad;Donkey;M
beneficial bandicoot;Parrot;M
tall bonobo;Cat;M
thorough felidae;Parrot;Z
reasonable whitefish;Cat;M
mammoth wolf;Bear;Z
angry lynx;Parrot;Z
constitutional hippopotamus;Fox;M
slim bandicoot;Bear;Z
acute perch;Tiger;Z
hissing tarantula;Bear;M
recent aphid;Tiger;Z
spontaneous weasel;Dog;M
daily hornet;Bear;M
crazy caterpillar;Cat;M
prospective bee;Lizard;Z
appalling sailfish;Lion;Z
embarrassed rodent;Cat;M
illegal falcon;Bear;M
tame raccoon;Fox;M
prickly magpie;Donkey;Z
lively worm;Donkey;M
key clam;Lion;M
economic centipede;Horse;M
mere vulture;Lion;Z
sensible guppy;Tiger;Z
moral urial;Lizard;M
